CRICOS Provider Code,Institution Name,CRICOS Course Code,Course Name,VET National Code,Dual Qualification,Field of Education 1 Broad Field,Field of Education 1 Narrow Field,Field of Education 1 Detailed Field,Field of Education 2 Broad Field,Field of Education 2 Narrow Field,Field of Education 2 Detailed Field,Course Level,Foundation Studies,Work Component,Work Component Hours/Week,Work Component Weeks,Work Component Total Hours,Course Language,Duration (Weeks),Tuition Fee,Non Tuition Fee,Estimated Total Course Cost,Expired
00111D,Swinburne University of Technology,085631K,Bachelor of Laws/ Bachelor of Business,,Yes,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",Bachelor Degree,No,Yes,37.50,12,450,English,260,"$231,500.00",$0.00,"$231,500.00",No
00111D,Swinburne University of Technology,085632J,Bachelor of Laws/ Bachelor of Arts,,Yes,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",Bachelor Degree,No,Yes,37.50,12,450,English,260,"$231,500.00",$0.00,"$231,500.00",No
00111D,Swinburne University of Technology,085633G,Bachelor of Laws/ Bachelor of Science,,Yes,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",01 - Natural and Physical Sciences,0199 - Other Natural and Physical Sciences,"019900 - Natural and Physical Sciences, n.f.d.",Bachelor Degree,No,Yes,37.50,12,450,English,260,"$231,500.00",$0.00,"$231,500.00",No
00111D,Swinburne University of Technology,085743B,Master of Engineering Science (Civil Structures),,No,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$60,000.00",$0.00,"$60,000.00",No
00111D,Swinburne University of Technology,085744A,Master of Engineering (Civil Structures),,No,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,78,"$58,000.00",$0.00,"$58,000.00",No
00111D,Swinburne University of Technology,085745M,Graduate Diploma of Engineering (Civil Structures),,No,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$29,000.00",$0.00,"$29,000.00",No
00111D,Swinburne University of Technology,085746K,Graduate Certificate of Engineering (Civil Structures),,No,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$15,000.00",$0.00,"$15,000.00",No
00111D,Swinburne University of Technology,085866B,Master of Professional Engineering,,No,03 - Engineering and Related Technologies,0399 - Other Engineering and Related Technologies,"039999 - Engineering and Related Technologies, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$106,960.00",$0.00,"$106,960.00",No
00111D,Swinburne University of Technology,086126G,Master of Marketing - Advanced,,No,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,,,,Masters Degree (Coursework),No,No,,,,English,104,"$79,000.00",$0.00,"$79,000.00",No
00111D,Swinburne University of Technology,087850E,Bachelor of Laws/ Bachelor of Business Information Systems,,Yes,09 - Society and Culture,0909 - Law,"090900 - Law, n.f.d.",08 - Management and Commerce,0803 - Business and Management,"080399 - Business and Management, n.e.c.",Bachelor Degree,No,Yes,40.00,12,480,English,260,"$180,000.00",$0.00,"$180,000.00",No
00111D,Swinburne University of Technology,087852C,Bachelor of Education,,No,07 - Education,0799 - Other Education,"079999 - Education, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$95,000.00",$0.00,"$95,000.00",No
00111D,Swinburne University of Technology,087853B,Master of Finance and Banking (Global Leadership Program),,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Masters Degree (Coursework),No,No,,,,English,104,"$80,000.00",$0.00,"$80,000.00",No
00111D,Swinburne University of Technology,088125D,Master of Design Strategy and Innovation,,No,10 - Creative Arts,1005 - Graphic and Design Studies,"100599 - Graphic and Design Studies, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,78,"$52,000.00",$0.00,"$52,000.00",No
00111D,Swinburne University of Technology,088126C,Graduate Diploma of Design Strategy and Innovation,,No,10 - Creative Arts,1005 - Graphic and Design Studies,"100599 - Graphic and Design Studies, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$35,000.00",$0.00,"$35,000.00",No
00111D,Swinburne University of Technology,088127B,Graduate Certificate of Design Strategy and Innovation,,No,10 - Creative Arts,1005 - Graphic and Design Studies,"100599 - Graphic and Design Studies, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$17,000.00",$0.00,"$17,000.00",No
00111D,Swinburne University of Technology,088128A,Master of Design,,No,10 - Creative Arts,1005 - Graphic and Design Studies,"100599 - Graphic and Design Studies, n.e.c.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$89,520.00",$0.00,"$89,520.00",No
00111D,Swinburne University of Technology,088129M,Graduate Diploma of Design,,No,10 - Creative Arts,1005 - Graphic and Design Studies,"100599 - Graphic and Design Studies, n.e.c.",,,,Graduate Diploma,No,No,,,,English,52,"$37,940.00",$0.00,"$37,940.00",No
00111D,Swinburne University of Technology,088130G,Graduate Certificate of Design,,No,10 - Creative Arts,1005 - Graphic and Design Studies,"100599 - Graphic and Design Studies, n.e.c.",,,,Graduate Certificate,No,No,,,,English,26,"$22,380.00",$0.00,"$22,380.00",No
00111D,Swinburne University of Technology,088131F,Master of Construction and Infrastructure Management,,No,03 - Engineering and Related Technologies,0309 - Civil Engineering,030901 - Construction Engineering,,,,Masters Degree (Coursework),No,No,,,,English,104,"$98,640.00",$0.00,"$98,640.00",No
00111D,Swinburne University of Technology,088295G,Master of Business Administration (Advanced),,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Masters Degree (Coursework),No,No,,,,English,104,"$78,000.00",$0.00,"$78,000.00",No
00111D,Swinburne University of Technology,088296G,Master of Entrepreneurship and Innovation (Advanced),,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Masters Degree (Coursework),No,No,,,,English,104,"$84,000.00",$0.00,"$84,000.00",No
00111D,Swinburne University of Technology,088298E,Master of Finance and Banking (Advanced),,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Masters Degree (Coursework),No,No,,,,English,104,"$77,000.00",$0.00,"$77,000.00",No
00111D,Swinburne University of Technology,088299D,Master of Social Investment and Philanthropy (Professional),,No,09 - Society and Culture,0901 - Political Science and Policy Studies ,"090100 - Political Science and Policy Studies, n.f.d.",,,,Masters Degree (Coursework),No,No,,,,English,104,"$56,000.00",$0.00,"$56,000.00",No
00111D,Swinburne University of Technology,088300E,Master of Marketing (Professional),,No,08 - Management and Commerce,0805 - Sales and Marketing,080505 - Marketing,,,,Masters Degree (Coursework),No,No,,,,English,104,"$88,000.00",$0.00,"$88,000.00",No
00111D,Swinburne University of Technology,088303B,Master of Entrepreneurship and Innovation (Professional),,No,08 - Management and Commerce,0803 - Business and Management,080301 - Business Management,,,,Masters Degree (Coursework),No,No,,,,English,104,"$90,000.00",$0.00,"$90,000.00",No
00111D,Swinburne University of Technology,088381K,Bachelor of Accounting,,No,08 - Management and Commerce,0801 - Accounting,080101 - Accounting,,,,Bachelor Degree,No,No,,,,English,156,"$140,100.00",$0.00,"$140,100.00",No
00111D,Swinburne University of Technology,088382J,Bachelor of Business,,No,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",,,,Bachelor Degree,No,No,,,,English,156,"$140,100.00",$0.00,"$140,100.00",No
00111D,Swinburne University of Technology,088383G,Bachelor of Business (Professional),,No,08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",,,,Bachelor Degree,No,Yes,40.00,52,"2,080",English,182,"$133,000.00",$0.00,"$133,000.00",No
00111D,Swinburne University of Technology,088386E,Bachelor of Psychology (Honours),,No,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,,,,Bachelor Honours Degree,No,Yes,36.00,52,"1,872",English,208,"$182,400.00",$0.00,"$182,400.00",No
00111D,Swinburne University of Technology,088387D,Bachelor of Psychology (Honours),,No,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,,,,Bachelor Honours Degree,No,No,,,,English,52,"$40,000.00",$0.00,"$40,000.00",No
00111D,Swinburne University of Technology,088388C,Bachelor of Arts,,No,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",,,,Bachelor Degree,No,No,,,,English,156,"$113,400.00",$0.00,"$113,400.00",No
00111D,Swinburne University of Technology,088389B,Bachelor of Psychological Sciences,,No,09 - Society and Culture,0907 - Behavioural Science,090701 - Psychology,,,,Bachelor Degree,No,No,,,,English,156,"$131,700.00",$0.00,"$131,700.00",No
00111D,Swinburne University of Technology,088390J,Bachelor of Media and Communication,,No,10 - Creative Arts,1007 - Communication and Media Studies,"100700 - Communication and Media Studies, n.f.d.",,,,Bachelor Degree,No,No,,,,English,156,"$127,500.00",$0.00,"$127,500.00",No
00111D,Swinburne University of Technology,088391G,Bachelor of Design/Bachelor of Business,,Yes,10 - Creative Arts,1005 - Graphic and Design Studies,"100500 - Graphic and Design Studies, n.f.d.",08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",Bachelor Degree,No,No,,,,English,208,"$181,840.00",$0.00,"$181,840.00",No
00111D,Swinburne University of Technology,088392G,Bachelor of Media and Communication/Bachelor of Business,,Yes,10 - Creative Arts,1007 - Communication and Media Studies,"100700 - Communication and Media Studies, n.f.d.",08 - Management and Commerce,0803 - Business and Management,"080300 - Business and Management, n.f.d.",Bachelor Degree,No,No,,,,English,208,"$172,400.00",$0.00,"$172,400.00",No
00111D,Swinburne University of Technology,088393F,Bachelor of Games and Interactivity/Bachelor of Computer Science,,Yes,03 - Engineering and Related Technologies,0313 - Electrical and Electronic Engineering and Technology,031305 - Computer Engineering,02 - Information Technology,0201 - Computer Science,"020100 - Computer Science, n.f.d.",Bachelor Degree,No,No,,,,English,208,"$177,120.00",$0.00,"$177,120.00",No
00111D,Swinburne University of Technology,088394E,Bachelor of Arts (Professional),,No,09 - Society and Culture,0903 - Studies in Human Society,"090300 - Studies in Human Society, n.f.d.",,,,Bachelor Degree,No,Yes,40.00,52,"2,080",English,182,"$106,000.00",$0.00,"$106,000.00",No
00111D,Swinburne University of Technology,088395D,Bachelor of Design,,No,10 - Creative Arts,1005 - Graphic and Design Studies,"100500 - Graphic and Design Studies, n.f.d.",,,,Bachelor Degree,No,No,,,,English,156,"$136,380.00",$0.00,"$136,380.00",No
00111D,Swinburne University of Technology,088396C,Bachelor of Games and Interactivity (Professional),,No,03 - Engineering and Related Technologies,0313 - Electrical and Electronic Engineering and Technology,031305 - Computer Engineering,,,,Bachelor Degree,No,Yes,40.00,52,"2,080",English,182,"$140,000.00",$0.00,"$140,000.00",No
00111D,Swinburne University of Technology,088397B,Bachelor of Health Science (Professional),,No,06 - Health,0699 - Other Health,"069999 - Health, n.e.c.",,,,Bachelor Degree,No,Yes,40.00,52,"2,080",English,182,"$125,000.00",$0.00,"$125,000.00",No
00111D,Swinburne University of Technology,088398A,Bachelor of Media and Communication (Professional),,No,10 - Creative Arts,1007 - Communication and Media Studies,"100700 - Communication and Media Studies, n.f.d.",,,,Bachelor Degree,No,Yes,40.00,52,"2,080",English,182,"$116,000.00",$0.00,"$116,000.00",No
00111D,Swinburne University of Technology,088399M,Bachelor of Games and Interactivity,,No,03 - Engineering and Related Technologies,0313 - Electrical and Electronic Engineering and Technology,031305 - Computer Engineering,,,,Bachelor Degree,No,No,,,,English,156,"$128,400.00",$0.00,"$128,400.00",No
00111D,Swinburne University of Technology,088400A,Bachelor of Computer Science,,No,02 - Information Technology,0201 - Computer Science,"020199 - Computer Science, n.e.c.",,,,Bachelor Degree,No,No,,,,English,156,"$132,900.00",$0.00,"$132,900.00",No
00111D,Swinburne University of Technology,088401M,Bachelor of Information and Communication Technology,,No,02 - Information Technology,0203 - Information Systems,020307 - Decision Support Systems,,,,Bachelor Degree,No,No,,,,English,156,"$132,900.00",$0.00,"$132,900.00",No
00111D,Swinburne University of Technology,088402K,Bachelor of Science,,No,01 - Natural and Physical Sciences,0100 - Natural and Physical Sciences,"010000 - Natural and Physical Sciences, n.f.d.",,,,Bachelor Degree,No,No,,,,English,156,"$138,900.00",$0.00,"$138,900.00",No
00111D,Swinburne University of Technology,088403J,Bachelor of Engineering (Electrical And Electronic) (Honours)/Bachelor of Computer Science,,Yes,03 - Engineering and Related Technologies,0313 - Electrical and Electronic Engineering and Technology,031301 - Electrical Engineering,02 - Information Technology,0201 - Computer Science,"020100 - Computer Science, n.f.d.",Bachelor Honours Degree,No,No,,,,English,260,"$180,000.00",$0.00,"$180,000.00",No
00111D,Swinburne University of Technology,088404G,Bachelor of Computer Science (Professional),,No,02 - Information Technology,0201 - Computer Science,"020100 - Computer Science, n.f.d.",,,,Bachelor Degree,No,Yes,40.00,52,"2,080",English,182,"$117,000.00",$0.00,"$117,000.00",No
00111D,Swinburne University of Technology,088405G,Bachelor of Engineering (Honours),,No,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",,,,Bachelor Honours Degree,No,No,,,,English,208,"$162,400.00",$0.00,"$162,400.00",No
00111D,Swinburne University of Technology,088406F,Bachelor of Engineering (Honours) (Professional),,No,03 - Engineering and Related Technologies,0300 - Engineering and Related Technologies,"030000 - Engineering and Related Technologies, n.f.d.",,,,Bachelor Honours Degree,No,Yes,40.00,52,"2,080",English,234,"$182,700.00",$0.00,"$182,700.00",No
00111D,Swinburne University of Technology,088407E,Bachelor of Information and Communication Technology (Professional),,No,02 - Information Technology,0201 - Computer Science,020113 - Networks and Communications,,,,Bachelor Degree,No,Yes,40.00,52,"2,080",English,182,"$123,060.00",$0.00,"$123,060.00",No
